,PMCID,Class_mean
86874,['7416659'],Relevant
76996,['3658417'],Relevant
22825,['7241411'],Relevant
50688,['6151674'],Relevant
15445,['7858151'],Relevant
18905,['7503896'],Relevant
61448,['4892881'],Relevant
63923,['4608573'],Relevant
21317,['7347713'],Relevant
52894,['5467010'],Relevant
42518,['6139392'],Relevant
39824,['6792295'],Relevant
85058,['2600608'],Relevant
25848,['7051969'],Relevant
15518,['7657699'],Relevant
14976,['7668573'],Relevant
1870,['8423098'],Relevant
14605,['7719696'],Relevant
42965,['6104205'],Relevant
8866,['7997010'],Relevant
52743,['5474468'],Relevant
15448,['7723780'],Relevant
26575,['7017819'],Relevant
20527,['7362628'],Relevant
76266,['3639230'],Relevant
10183,['7996492'],Relevant
61245,['4813638'],Relevant
14072,['7714196'],Relevant
23323,['7267690'],Relevant
79741,['3292580'],Relevant
70068,['4206733'],Relevant
8135,['8044169'],Relevant
70816,['4243426'],Relevant
40545,['6280292'],Relevant
64038,['4790305'],Relevant
3238,['8348731'],Relevant
13101,['7824265'],Relevant
42463,['6131813'],Relevant
67463,['4347737'],Relevant
46617,['7874706'],Relevant
86127,['7537612'],Relevant
36187,['6712222'],Relevant
17383,['7703615'],Relevant
12093,['7817794'],Relevant
3231,['8348970'],Relevant
72066,['3968124'],Relevant
39655,['6303927'],Relevant
30864,['6867711'],Relevant
47826,['5797656'],Relevant
30792,['6795431'],Relevant
27790,['6958686'],Relevant
41072,['6241348'],Relevant
26999,['7006855'],Relevant
31489,['6963729'],Relevant
12830,['8166706'],Relevant
17362,['7533015'],Relevant
9617,['7944254'],Relevant
72763,['3913754'],Relevant
3531,['8287894'],Relevant
7772,['8078919'],Relevant
52132,['5715944'],Relevant
13744,['7758428'],Relevant
26223,['7034987'],Relevant
18221,['7493785'],Relevant
11305,['7872359'],Relevant
20416,['7367224'],Relevant
82688,['7169851'],Relevant
81723,['3104868'],Relevant
65503,['4727739'],Relevant
72250,['3995687'],Relevant
17818,['7492730'],Relevant
33036,['6686035'],Relevant
22201,['7339364'],Relevant
13824,['7734116'],Relevant
1683,['8430512'],Relevant
4331,['8292141'],Relevant
26379,['7040173'],Relevant
44863,['6023377'],Relevant
61857,['4759540'],Relevant
29697,['6862819'],Relevant
26993,['7017010'],Relevant
44749,['5992176'],Relevant
48628,['5748826'],Relevant
56712,['5131483'],Relevant
73839,['3916377'],Relevant
54743,['5375959'],Relevant
13328,['7950407'],Relevant
25238,['7081202'],Relevant
6680,['8130314'],Relevant
17495,['7508805'],Relevant
65210,['4516979'],Relevant
70969,['4071192'],Relevant
69378,['4193338'],Relevant
10258,['7956763'],Relevant
15430,['7645678'],Relevant
17068,['7582318'],Relevant
41510,['6231781'],Relevant
34821,['6563577'],Relevant
7445,['8146707'],Relevant
31940,['6743090'],Relevant
20495,['7404124'],Relevant
85054,['2631606'],Relevant
40814,['6260532'],Relevant
15536,['7608930'],Relevant
26487,['7074813'],Relevant
11276,['7913491'],Relevant
51730,['5566002'],Relevant
73968,['3826293'],Relevant
19842,['7392276'],Relevant
14720,['7700029'],Relevant
9229,['7972023'],Relevant
58003,['5034228'],Relevant
57254,['5094594'],Relevant
27872,['6953852'],Relevant
1776,['8409726'],Relevant
74315,['3806431'],Relevant
14525,['7748489'],Relevant
43204,['6389518'],Relevant
36702,['6521278'],Relevant
86158,['1854909'],Relevant
17726,['7559121'],Relevant
26284,['7033113'],Relevant
39668,['6337174'],Relevant
4275,['8296642'],Relevant
19210,['7427070'],Relevant
1700,['8427834'],Relevant
85861,['2235845'],Relevant
59909,['4899461'],Relevant
42818,['6156706'],Relevant
46766,['5867885'],Relevant
87102,['534799'],Relevant
6425,['8164335'],Relevant
81089,['3161971'],Relevant
7792,['8073099'],Relevant
77347,['3534873'],Relevant
12203,['7844586'],Relevant
2591,['8388958'],Relevant
53208,['5810149'],Relevant
53286,['5457486'],Relevant
71198,['4045207'],Relevant
49152,['5704592'],Relevant
27271,['6986044'],Relevant
83484,['2991775'],Relevant
49101,['5725281'],Relevant
74964,['3732073'],Relevant
59747,['4912704'],Relevant
40214,['6313718'],Relevant
40632,['6242838'],Relevant
32087,['6737004'],Relevant
34220,['6611219'],Relevant
8194,['8041821'],Relevant
11869,['7911374'],Relevant
50813,['5594592'],Relevant
65654,['5076638'],Relevant
10922,['7916415'],Relevant
71918,['3996978'],Relevant
7516,['8123576'],Relevant
2284,['8399799'],Relevant
35407,['6558386'],Relevant
42979,['6133559'],Relevant
16072,['7583244'],Relevant
62918,['4681845'],Relevant
4279,['8296163'],Relevant
28241,['6939732'],Relevant
67139,['4370739'],Relevant
4524,['8278283'],Relevant
72499,['4255687'],Relevant
8288,['8119206'],Relevant
66263,['4410756'],Relevant
47498,['5811566'],Relevant
82459,['3018172'],Relevant
55364,['6155947'],Relevant
63064,['4672542'],Relevant
42670,['6309403'],Relevant
84873,['2653508'],Relevant
16547,['7779056'],Relevant
3459,['8326275'],Relevant
86160,['7128651'],Relevant
17567,['7559582'],Relevant
30530,['7083762'],Relevant
75137,['3717862'],Relevant
25796,['7063992'],Relevant
23850,['7182178'],Relevant
39425,['6317250'],Relevant
37436,['6415874'],Relevant
35098,['6627551'],Relevant
13840,['7724697'],Relevant
15655,['7663754'],Relevant
6186,['8198668'],Relevant
19069,['7462009'],Relevant
36565,['6479884'],Relevant
24536,['7155750'],Relevant
19810,['7432909'],Relevant
41259,['6367016'],Relevant
84094,['2771283'],Relevant
82855,['2940729'],Relevant
46282,['5881497'],Relevant
50607,['5639079'],Relevant
74246,['3946635'],Relevant
32224,['6717487'],Relevant
84034,['7152457'],Relevant
45204,['5964104'],Relevant
70570,['4124702'],Relevant
59246,['4950242'],Relevant
27084,['7013361'],Relevant
60551,['4854409'],Relevant
444,['8489045'],Relevant
22013,['7357153'],Relevant
26786,['7019051'],Relevant
59475,['5008435'],Relevant
42954,['6111843'],Relevant
82735,['2954832'],Relevant
40749,['6237030'],Relevant
33848,['6636436'],Relevant
74563,['3763426'],Relevant
38905,['6354568'],Relevant
56827,['5354934'],Relevant
42407,['6173364'],Relevant
29909,['6888156'],Relevant
435,['8489961'],Relevant
43487,['6085062'],Relevant
76068,['7172378'],Relevant
72703,['3934320'],Relevant
27081,['7037319'],Relevant
71186,['4165004'],Relevant
84636,['3297159'],Relevant
84369,['2743712'],Relevant
6284,['8163773'],Relevant
16635,['7675695'],Relevant
8256,['8069110'],Relevant
81258,['3166892'],Relevant
50722,['5601331'],Relevant
61292,['4803720'],Relevant
47488,['5816788'],Relevant
37933,['6400076'],Relevant
55615,['5285347'],Relevant
56532,['6130696'],Relevant
44513,['6018409'],Relevant
27512,['6972773'],Relevant
27109,['6994591'],Relevant
31436,['6761907'],Relevant
25977,['7142668'],Relevant
76006,['3647260'],Relevant
32564,['6712515'],Relevant
5420,['8231883'],Relevant
74303,['3787992'],Relevant
73107,['6270751'],Relevant
66607,['4500140'],Relevant
24295,['7158024'],Relevant
72753,['3914835'],Relevant
74744,['3749201'],Relevant
85155,['2646333'],Relevant
73288,['3871571'],Relevant
83308,['2897797'],Relevant
56004,['5677524'],Relevant
44037,['7874736'],Relevant
84279,['2769064'],Relevant
53435,['5440029'],Relevant
34078,['6680875'],Relevant
71895,['4065252'],Relevant
12653,['7793397'],Relevant
35586,['7100491'],Relevant
19988,['7460331'],Relevant
20465,['7366221'],Relevant
13337,['7775405'],Relevant
21718,['7304428'],Relevant
43068,['6095922'],Relevant
36784,['6479469'],Relevant
76507,['3757849'],Relevant
21680,['7301842'],Relevant
27656,['6965552'],Relevant
5307,['8235398'],Relevant
17772,['7660260'],Relevant
24518,['7196304'],Relevant
39007,['6357080'],Relevant
71270,['4055793'],Relevant
73951,['3809562'],Relevant
57635,['5062075'],Relevant
37879,['6443140'],Relevant
85461,['3815393'],Relevant
66824,['4391945'],Relevant
45155,['5974114'],Relevant
24100,['7165117'],Relevant
70391,['4118872'],Relevant
20060,['7464156'],Relevant
84882,['2660657'],Relevant
55676,['5270249'],Relevant
5256,['8235918'],Relevant
79201,['3383960'],Relevant
19447,['7413558'],Relevant
60498,['4959656'],Relevant
17131,['7582792'],Relevant
31399,['6762135'],Relevant
74038,['3804938'],Relevant
9228,['7972225'],Relevant
15226,['7683713'],Relevant
86399,['1797841'],Relevant
31882,['7468365'],Relevant
1859,['8423981'],Relevant
72604,['3929570'],Relevant
2265,['8400096'],Relevant
64950,['4566889'],Relevant
83217,['2904930'],Relevant
74759,['3748120'],Relevant
26146,['7070760'],Relevant
79347,['3430594'],Relevant
45630,['5954854'],Relevant
33408,['6657077'],Relevant
39753,['6393395'],Relevant
63092,['7152142'],Relevant
86117,['1876803'],Relevant
6293,['8198423'],Relevant
24219,['7221584'],Relevant
62969,['4677312'],Relevant
20139,['7396000'],Relevant
9646,['7998376'],Relevant
53804,['5680427'],Relevant
43953,['6048251'],Relevant
10821,['7906973'],Relevant
6641,['8131098'],Relevant
42634,['6201010'],Relevant
19365,['7416959'],Relevant
55437,['5309818'],Relevant
26742,['7074816'],Relevant
43189,['6121456'],Relevant
74554,['4790272'],Relevant
51171,['5573416'],Relevant
40149,['6282007'],Relevant
41064,['6266276'],Relevant
26794,['7018670'],Relevant
8498,['8065877'],Relevant
5789,['8219785'],Relevant
5052,['8241624'],Relevant
21575,['7310957'],Relevant
44469,['6038845'],Relevant
55527,['5290737'],Relevant
25147,['7143181'],Relevant
52836,['5494352'],Relevant
18836,['7570054'],Relevant
12631,['7827338'],Relevant
64934,['4549534'],Relevant
69300,['4210915'],Relevant
57807,['5047859'],Relevant
67314,['4579591'],Relevant
35862,['6572415'],Relevant
77561,['3556143'],Relevant
1916,['8418078'],Relevant
47567,['6017587'],Relevant
67908,['4313613'],Relevant
13336,['7775415'],Relevant
68404,['4284483'],Relevant
77975,['3799549'],Relevant
27999,['6954843'],Relevant
48851,['5732260'],Relevant
184,['8458070'],Relevant
35227,['6614810'],Relevant
11019,['7871542'],Relevant
79726,['3296736'],Relevant
52874,['5577368'],Relevant
72462,['3955632'],Relevant
2402,['8397035'],Relevant
60921,['4941139'],Relevant
33156,['6721057'],Relevant
84674,['3077007'],Relevant
11895,['7841694'],Relevant
50351,['5717781'],Relevant
50269,['5629251'],Relevant
51835,['5532282'],Relevant
86557,['1459861'],Relevant
65193,['4817926'],Relevant
12802,['7823323'],Relevant
12924,['7781043'],Relevant
24613,['7132990'],Relevant
14081,['7713141'],Relevant
5468,['8230450'],Relevant
56438,['5179492'],Relevant
86380,['3372329'],Relevant
85051,['3815418'],Relevant
39984,['6299487'],Relevant
8052,['8070821'],Relevant
13468,['7772402'],Relevant
11468,['7848491'],Relevant
10652,['7921147'],Relevant
74249,['3849904'],Relevant
28550,['6930869'],Relevant
83331,['3032614'],Relevant
84224,['2763112'],Relevant
53032,['5590072'],Relevant
69287,['4199624'],Relevant
68064,['4311422'],Relevant
83761,['2817717'],Relevant
44878,['6032262'],Relevant
49212,['5935789'],Relevant
1561,['8427242'],Relevant
83457,['7094952'],Relevant
7343,['8125482'],Relevant
69784,['4255733'],Relevant
84740,['2664468'],Relevant
30527,['6812874'],Relevant
38436,['6397515'],Relevant
37039,['6653581'],Relevant
86673,['7138062'],Relevant
65439,['7158332'],Relevant
45514,['5940823'],Relevant
42632,['6233012'],Relevant
1594,['8434139'],Relevant
78386,['3447688'],Relevant
71423,['4046882'],Relevant
34964,['6548356'],Relevant
20517,['7364216'],Relevant
51254,['5568382'],Relevant
2023,['8410452'],Relevant
25007,['7235725'],Relevant
62240,['4733056'],Relevant
52455,['5541962'],Relevant
76744,['3616709'],Relevant
82877,['2940750'],Relevant
23988,['7216031'],Relevant
33895,['6788885'],Relevant
31986,['6767295'],Relevant
36387,['6469956'],Relevant
12520,['7958545'],Relevant
6349,['8182666'],Relevant
72598,['3929750'],Relevant
85589,['2386519'],Relevant
36515,['6486781'],Relevant
8169,['8069903'],Relevant
43224,['6085389'],Relevant
56131,['5234842'],Relevant
6077,['8200248'],Relevant
85036,['2628025'],Relevant
82390,['3204653'],Relevant
4085,['8301361'],Relevant
43416,['6070276'],Relevant
70700,['4082313'],Relevant
33668,['6789460'],Relevant
26370,['7049831'],Relevant
1529,['8390372'],Relevant
11206,['7902069'],Relevant
60951,['4827198'],Relevant
339,['8495468'],Relevant
12846,['7824312'],Relevant
20431,['7413921'],Relevant
77860,['3471838'],Relevant
43300,['6090797'],Relevant
6196,['8178696'],Relevant
65115,['4541717'],Relevant
2728,['8384524'],Relevant
5917,['8209203'],Relevant
54366,['5373524'],Relevant
3885,['8308027'],Relevant
3710,['8282009'],Relevant
67529,['4353467'],Relevant
76879,['3557247'],Relevant
61827,['4763440'],Relevant
79325,['3361159'],Relevant
78376,['3422287'],Relevant
5753,['8222712'],Relevant
78096,['3447750'],Relevant
13718,['7764187'],Relevant
32676,['6720431'],Relevant
55278,['5313236'],Relevant
60121,['4888455'],Relevant
55854,['5515702'],Relevant
14470,['7728144'],Relevant
59703,['4928693'],Relevant
5015,['8248983'],Relevant
45322,['5976953'],Relevant
62590,['4704248'],Relevant
79147,['3358349'],Relevant
74813,['7498898'],Relevant
29261,['6956375'],Relevant
9342,['7966776'],Relevant
16703,['7599472'],Relevant
73990,['6270322'],Relevant
70247,['4129442'],Relevant
11188,['7915784'],Relevant
76646,['3577712'],Relevant
7233,['8147389'],Relevant
2278,['8399897'],Relevant
83502,['2868824'],Relevant
67722,['4774698'],Relevant
64692,['5753112'],Relevant
61686,['4725576'],Relevant
13287,['7766514'],Relevant
29769,['6888268'],Relevant
52692,['5480033'],Relevant
71695,['6270662'],Relevant
9902,['8001530'],Relevant
36595,['6465766'],Relevant
16902,['7772605'],Relevant
25588,['7063824'],Relevant
75039,['3742295'],Relevant
51558,['5578118'],Relevant
80970,['3172289'],Relevant
39041,['6344404'],Relevant
17041,['7447983'],Relevant
17214,['7521926'],Relevant
40077,['6286530'],Relevant
85952,['1976392'],Relevant
47981,['5848153'],Relevant
50483,['6151836'],Relevant
19587,['7425105'],Relevant
9994,['7923946'],Relevant
70272,['7114626'],Relevant
28211,['7587628'],Relevant
10232,['7907270'],Relevant
71594,['4030612'],Relevant
73192,['3961921'],Relevant
3806,['8309412'],Relevant
10630,['7886629'],Relevant
27265,['6987111'],Relevant
42750,['6120508'],Relevant
41033,['6223386'],Relevant
66111,['4468331'],Relevant
23159,['7277790'],Relevant
30756,['6861864'],Relevant
3199,['8346734'],Relevant
64548,['4562662'],Relevant
86351,['1657063'],Relevant
62894,['5815135'],Relevant
54208,['5564471'],Relevant
60401,['4888885'],Relevant
53451,['5434428'],Relevant
47702,['5797365'],Relevant
18657,['7456259'],Relevant
67693,['4366281'],Relevant
82326,['3021540'],Relevant
64913,['4535287'],Relevant
68466,['4320176'],Relevant
19138,['7456956'],Relevant
12222,['7830297'],Relevant
60137,['5122324'],Relevant
18132,['7554996'],Relevant
24123,['7215730'],Relevant
51441,['5557807'],Relevant
50025,['5666865'],Relevant
9567,['8006270'],Relevant
10141,['7967492'],Relevant
63392,['4659464'],Relevant
865,['8470676'],Relevant
77581,['3524218'],Relevant
13511,['7773993'],Relevant
79024,['3367458'],Relevant
38943,['6348961'],Relevant
87260,['340955'],Relevant
19745,['7412995'],Relevant
73449,['4029382'],Relevant
72214,['3976778'],Relevant
59898,['4906169'],Relevant
15530,['7609767'],Relevant
83527,['2864195'],Relevant
79941,['3315410'],Relevant
60709,['4881443'],Relevant
24069,['7714989'],Relevant
16890,['7536239'],Relevant
56535,['5225592'],Relevant
86772,['6147657'],Relevant
8369,['8058101'],Relevant
52841,['5474745'],Relevant
80180,['7152087'],Relevant
58066,['5028808'],Relevant
70212,['4137268'],Relevant
23379,['7219019'],Relevant
18066,['7480445'],Relevant
34385,['6612409'],Relevant
30217,['6828782'],Relevant
8223,['8069188'],Relevant
34029,['6611507'],Relevant
28548,['6930910'],Relevant
41571,['7152110'],Relevant
50618,['5611367'],Relevant
74845,['6269688'],Relevant
23425,['7248467'],Relevant
256,['8508808'],Relevant
8021,['8040086'],Relevant
39628,['6356804'],Relevant
81479,['3136693'],Relevant
46095,['5896143'],Relevant
30660,['6804372'],Relevant
14618,['7707961'],Relevant
77544,['3509410'],Relevant
20555,['7372134'],Relevant
62207,['4750456'],Relevant
68568,['6270869'],Relevant
20732,['7400852'],Relevant
31493,['6843645'],Relevant
76166,['3623788'],Relevant
282,['8485873'],Relevant
13389,['7923145'],Relevant
13937,['7762190'],Relevant
40347,['6262960'],Relevant
14751,['8187515'],Relevant
86703,['7150280'],Relevant
53748,['6154600'],Relevant
3922,['8307157'],Relevant
34490,['6655440'],Relevant
9711,['7962867'],Relevant
56353,['5175279'],Relevant
27151,['6993355'],Relevant
5613,['8227665'],Relevant
44213,['6070868'],Relevant
15090,['7688519'],Relevant
47510,['5885279'],Relevant
33388,['6696436'],Relevant
84006,['2781551'],Relevant
40233,['6277409'],Relevant
69712,['4167856'],Relevant
45365,['6530989'],Relevant
9880,['7939569'],Relevant
15300,['7961227'],Relevant
4529,['8277964'],Relevant
77348,['3524446'],Relevant
60688,['4861789'],Relevant
46292,['5879757'],Relevant
41983,['6256677'],Relevant
11570,['7850681'],Relevant
